title,brand,category,actual_price,discount_price,rating,rating_count,discount_percent,price_category,popularity_score,revenue_potential
Portable Bluetooth Speaker,Samsung,Camera,170.3,71201.0,1.7,2678,-41709.1603053435,Budget,13.418438078225835,456063.4
Android Tablet,Apple,Speaker,939.02,47919.0,4.9,3446,-5003.086196247152,Midrange,39.911771875932644,3235862.92
Wireless Bluetooth Headphones,Boat,Camera,627.97,7362.0,1.4,1083,-1072.3489975635778,Midrange,9.783778454799428,680091.51
Portable Bluetooth Speaker,Boat,Monitor,964.06,27242.0,4.7,120,-2725.757732921187,Midrange,22.540215564304685,115687.2
Android Tablet,JBL,Monitor,649.55,60892.0,4.7,4174,-9274.490031560312,Midrange,39.183287295239296,2711221.6999999997
High Resolution Monitor,Apple,Smartphone,989.71,60784.0,3.1,243,-6041.5970334744525,Midrange,17.041221498408927,240499.53
Portable Bluetooth Speaker,Boat,Tablet,470.91,8665.0,3.9,2947,-1740.0543628294151,Budget,31.156640787905985,1387771.77
Smartphone with AMOLED Display,Samsung,Speaker,736.01,6668.0,2.7,3973,-805.9659515495714,Midrange,22.376326742401762,2924167.73
High Resolution Monitor,Apple,Tablet,483.6,62629.0,3.5,244,-12850.578990901571,Budget,19.254403736906546,117998.40000000001
Android Tablet,Samsung,Laptop,150.89,57714.0,2.4,4059,-38149.055603419714,Budget,19.941451806229868,612462.5099999999
Wireless Bluetooth Headphones,Dell,Smartwatch,553.59,3228.0,2.2,3745,-483.10301847938,Midrange,18.102576542608873,2073194.55
Android Tablet,Dell,Smartphone,234.86,65990.0,3.3,1545,-27997.59005364898,Budget,24.23330655618631,362858.7
Portable Bluetooth Speaker,Boat,Laptop,48.63,70528.0,3.0,3722,-144929.81698539996,Budget,24.66685522161815,181000.86000000002
Portable Bluetooth Speaker,Boat,Laptop,272.71,1226.0,3.3,3344,-349.5618055810201,Budget,26.780232509455686,911942.2399999999
Laptop with SSD Storage,Mi,Speaker,917.47,28520.0,2.1,871,-3008.5485083980943,Midrange,14.218657790208859,799116.37
Wireless Bluetooth Headphones,Dell,Headphones,160.81,1085.0,2.5,4363,-574.709284248492,Budget,20.952860867382405,701614.03
Gaming Laptop,HP,Headphones,189.64,34588.0,1.3,4698,-18138.76819236448,Budget,10.99163649883366,890928.72
High Resolution Monitor,HP,Tablet,765.9,22949.0,1.2,139,-2896.3441702572136,Midrange,5.929970907131165,106460.09999999999
Noise Cancelling Earbuds,JBL,Smartphone,455.08,71975.0,2.0,869,-15715.90050101081,Budget,13.53698642329726,395464.51999999996
Wireless Bluetooth Headphones,Dell,Headphones,787.24,25540.0,1.3,2758,-3144.2457192215843,Midrange,10.299410646482473,2171207.92
Noise Cancelling Earbuds,Samsung,Laptop,279.72,35268.0,1.4,3774,-12508.322608322607,Budget,11.530617926356374,1055663.28
Wireless Bluetooth Headphones,Samsung,Headphones,204.92,52730.0,4.3,1007,-25631.992972867465,Budget,29.73761082911465,206354.43999999997
Wireless Bluetooth Headphones,LG,Camera,476.61,38605.0,1.2,823,-7999.913975787331,Budget,8.057004635891365,392250.03
Android Tablet,Apple,Headphones,373.78,72752.0,3.6,2676,-19363.855744020548,Budget,28.41282735667327,1000235.2799999999
Wireless Bluetooth Headphones,OnePlus,Laptop,190.03,76742.0,2.1,2797,-40284.14987107299,Budget,16.666986325973397,531513.91
Laptop with SSD Storage,HP,Tablet,443.26,48727.0,4.5,3488,-10892.871001218246,Budget,36.70816698534048,1546090.88
Gaming Laptop,Boat,Speaker,612.69,39369.0,2.9,1427,-6325.5985898251965,Midrange,21.065687414408636,874308.6300000001
Portable Bluetooth Speaker,JBL,Smartphone,416.48,2704.0,2.2,4646,-549.2508643872454,Budget,18.576749683986954,1934966.08
Smart Fitness Watch,OnePlus,Smartwatch,762.95,43041.0,3.1,4578,-5541.39196539747,Midrange,26.130631329236994,3492785.1
Noise Cancelling Earbuds,Sony,Headphones,121.53,53314.0,2.5,2091,-43769.00353822102,Budget,19.114689562962035,254119.23
Portable Bluetooth Speaker,JBL,Monitor,293.59,43779.0,3.3,1248,-14811.611430907049,Budget,23.529325083414406,366400.31999999995
Smart Fitness Watch,Sony,Monitor,237.17,67533.0,1.5,435,-28374.51195345111,Budget,9.116463365023552,103168.95
Gaming Laptop,Dell,Tablet,331.06,12224.0,5.0,2907,-3592.3820455506557,Budget,39.876104193267054,962391.42
Gaming Laptop,Sony,Laptop,712.91,57349.0,2.7,2222,-7944.353424695964,Midrange,20.80785486770333,1584086.02
Noise Cancelling Earbuds,Sony,Smartwatch,940.97,46296.0,2.4,4865,-4820.029331434584,Midrange,20.37606605602432,4577819.05
Noise Cancelling Earbuds,Mi,Smartwatch,494.17,47959.0,3.8,4432,-9604.959831636887,Budget,31.907960972031205,2190161.44
Gaming Laptop,Mi,Camera,767.92,40495.0,2.5,1149,-5173.335764142099,Midrange,17.61879305339324,882340.08
Smart Fitness Watch,Mi,Smartwatch,318.31,39289.0,4.3,702,-12242.998963274797,Budget,28.188034634785858,223453.62
Wireless Bluetooth Headphones,Dell,Monitor,894.56,66740.0,2.8,2567,-7360.65104632445,Midrange,21.982471461467583,2296335.52
High Resolution Monitor,OnePlus,Speaker,456.66,49774.0,3.9,2824,-10799.575176279945,Budget,30.990428209964108,1289607.84
Smartphone with AMOLED Display,JBL,Laptop,208.17,50594.0,1.4,3725,-24204.174472786668,Budget,11.512326771626146,775433.25
Portable Bluetooth Speaker,JBL,Laptop,598.6,47416.0,4.4,216,-7821.149348479786,Midrange,23.671548355578025,129297.6
Android Tablet,Boat,Headphones,345.16,15024.0,3.9,4708,-4252.763935566114,Budget,32.983200315949865,1625013.28
Portable Bluetooth Speaker,Mi,Headphones,954.41,13723.0,1.8,1242,-1337.8516570446664,Midrange,12.825509564719281,1185377.22
Android Tablet,Dell,Headphones,77.85,56197.0,1.6,4181,-72086.25561978164,Budget,13.341671807981726,325490.85
Smart Fitness Watch,Boat,Monitor,292.02,73900.0,2.3,3875,-25206.485857133073,Budget,19.003885637924512,1131577.5
Android Tablet,Apple,Monitor,683.7,17441.0,4.9,3276,-2450.972648822583,Midrange,39.6639498786242,2239801.2
Noise Cancelling Earbuds,Boat,Tablet,689.88,25134.0,2.0,4587,-3543.2423030092186,Midrange,16.862398956498524,3164479.56
High Resolution Monitor,OnePlus,Monitor,900.99,21468.0,2.8,4965,-2282.7123497486095,Midrange,23.82903590499071,4473415.35
High Resolution Monitor,HP,Monitor,526.63,61607.0,1.1,1885,-11598.346087385831,Midrange,8.296434809512744,992697.55
Noise Cancelling Earbuds,Sony,Monitor,259.0,43826.0,2.6,2109,-16821.23552123552,Budget,19.901552388822292,546231.0
Laptop with SSD Storage,Mi,Monitor,487.38,26902.0,3.3,193,-5419.717674094136,Budget,17.383931924908982,94064.34
Smart Fitness Watch,HP,Speaker,876.35,57073.0,4.8,4022,-6412.580589946939,Midrange,39.83895922535898,3524679.7
Laptop with SSD Storage,Boat,Monitor,661.76,64271.0,3.1,2131,-9612.131286266924,Midrange,23.76092893438578,1410210.56
Laptop with SSD Storage,Dell,Tablet,997.78,66681.0,4.3,607,-6582.936118182366,Midrange,27.563751992454517,605652.46
Portable Bluetooth Speaker,Sony,Smartwatch,608.98,8658.0,3.2,2301,-1321.721567210746,Midrange,24.77290748570185,1401262.98
Gaming Laptop,JBL,Smartwatch,132.41,9722.0,1.2,3333,-7242.345744279133,Budget,9.734313675972887,441322.52999999997
Portable Bluetooth Speaker,Samsung,Camera,316.56,70293.0,2.3,1511,-22105.26914329037,Budget,16.8387336805008,478322.16
Gaming Laptop,Sony,Speaker,167.94,40642.0,3.3,2286,-24100.309634393234,Budget,25.525487440275175,383910.83999999997
Smartphone with AMOLED Display,OnePlus,Headphones,734.29,73141.0,4.8,3726,-9860.778439036349,Midrange,39.47212271750044,2735964.54
Android Tablet,OnePlus,Smartphone,648.84,26340.0,4.4,2087,-3959.5524320325503,Midrange,33.63343257561113,1354129.08
Gaming Laptop,Boat,Monitor,280.15,13117.0,1.9,4363,-4582.134570765662,Budget,15.924174259210625,1222294.45
Noise Cancelling Earbuds,Apple,Camera,495.44,25115.0,1.9,4717,-4969.231390279348,Budget,16.07236649393848,2336990.48
Portable Bluetooth Speaker,OnePlus,Smartphone,534.55,13641.0,1.8,3893,-2451.8660555607526,Midrange,14.880945934677863,2081003.15
Smart Fitness Watch,OnePlus,Tablet,570.07,56836.0,4.7,426,-9870.003683758134,Midrange,28.46688486217454,242849.82
Android Tablet,Dell,Smartwatch,302.97,32734.0,4.4,3570,-10704.370069643857,Budget,35.99464416941558,1081602.9000000001
Smartphone with AMOLED Display,Boat,Camera,361.98,73455.0,4.1,1284,-20192.557599867396,Budget,29.349907389050212,464782.32
Gaming Laptop,Sony,Tablet,999.28,14154.0,2.6,2345,-1316.4198222720358,Midrange,20.177214275954892,2343311.6
Smartphone with AMOLED Display,Apple,Camera,416.87,24315.0,3.0,4446,-5732.753616235277,Budget,25.199954971532087,1853404.02
Smart Fitness Watch,HP,Laptop,872.51,9600.0,2.9,4898,-1000.2739223619213,Midrange,24.640680506751867,4273553.9799999995
Laptop with SSD Storage,Samsung,Tablet,450.28,69208.0,2.0,544,-15269.992004974682,Budget,12.601571589326488,244952.31999999998
High Resolution Monitor,Mi,Smartwatch,872.91,30937.0,3.0,2009,-3444.122532678054,Midrange,22.817670003159364,1753676.19
Smart Fitness Watch,JBL,Smartwatch,317.43,34231.0,1.1,4389,-10683.794852408404,Budget,9.22579295667614,1393200.27
4K Action Camera,OnePlus,Speaker,440.89,3358.0,1.5,1331,-661.6412257025562,Budget,10.791655276650502,586824.59
Smart Fitness Watch,Boat,Camera,351.84,54435.0,4.5,4564,-15371.521145975445,Budget,37.91778206863081,1605797.7599999998
Smartphone with AMOLED Display,Mi,Monitor,459.94,5953.0,4.0,3843,-1194.299256424751,Budget,33.01707508036073,1767549.42
Noise Cancelling Earbuds,JBL,Smartwatch,570.34,62358.0,2.7,156,-10833.478276116002,Midrange,13.651863674440431,88973.04000000001
Portable Bluetooth Speaker,JBL,Camera,985.63,44242.0,3.1,304,-4388.7026571837305,Midrange,17.732966507482978,299631.52
Noise Cancelling Earbuds,HP,Speaker,734.01,32744.0,2.5,3390,-4360.9746461219875,Midrange,20.322200355314095,2488293.9
Smartphone with AMOLED Display,HP,Monitor,994.23,73774.0,4.0,2259,-7320.214638463938,Midrange,30.892480369065325,2245965.57
Portable Bluetooth Speaker,HP,Tablet,235.29,35489.0,4.1,4072,-14983.088954056697,Budget,34.07975394135849,958100.88
4K Action Camera,LG,Speaker,858.02,24556.0,4.1,2985,-2761.937950164332,Midrange,32.80692891020645,2561189.6999999997
High Resolution Monitor,LG,Laptop,759.61,36290.0,3.9,1777,-4677.451586998591,Midrange,29.184653222688013,1349826.97
Android Tablet,JBL,Monitor,549.94,53632.0,1.8,1474,-9652.336618540203,Midrange,13.133543883793056,810611.56
Smartphone with AMOLED Display,HP,Camera,388.36,32337.0,2.4,241,-8226.552683077556,Budget,13.173450542776047,93594.76000000001
Gaming Laptop,Dell,Smartwatch,66.78,43120.0,2.9,967,-64470.230607966456,Budget,19.938173053102073,64576.26
Smartphone with AMOLED Display,OnePlus,Smartwatch,356.88,63958.0,2.3,2926,-17821.43017260704,Budget,18.357986559391335,1044230.88
Smartphone with AMOLED Display,Mi,Camera,859.89,21527.0,4.0,4026,-2403.459744851086,Midrange,33.20310784340582,3461917.14
Portable Bluetooth Speaker,Mi,Camera,925.46,55106.0,2.3,2238,-5854.444276359864,Midrange,17.741704618177135,2071179.48
Wireless Bluetooth Headphones,LG,Camera,851.11,33304.0,1.6,2856,-3813.007719331226,Midrange,12.732043843569237,2430770.16
Smart Fitness Watch,JBL,Headphones,572.08,33856.0,2.6,3947,-5818.0534191022225,Midrange,21.53050744143877,2257999.7600000002
Wireless Bluetooth Headphones,Boat,Monitor,468.15,44374.0,4.9,2707,-9378.585923315177,Budget,38.729431606757615,1267282.05
4K Action Camera,Sony,Smartwatch,593.17,3460.0,1.9,4828,-483.3066405920731,Midrange,16.11654990315973,2863824.76
Gaming Laptop,Sony,Monitor,551.41,12367.0,3.4,3541,-2142.795741825502,Midrange,27.78631918236545,1952542.8099999998
High Resolution Monitor,LG,Speaker,115.23,68034.0,2.7,2970,-58941.91616766467,Budget,21.590965463749043,342233.10000000003
Laptop with SSD Storage,Boat,Smartwatch,986.27,77329.0,1.3,4474,-7740.550761961734,Midrange,10.928140119921643,4412571.9799999995
4K Action Camera,LG,Headphones,337.68,30832.0,3.0,1055,-9030.537787254205,Budget,20.88673039279862,356252.4
Laptop with SSD Storage,Sony,Camera,10.09,60824.0,3.8,2541,-602714.6679881071,Budget,29.794684516647717,25638.69
Laptop with SSD Storage,Boat,Laptop,83.91,71674.0,3.1,2457,-85317.70945060183,Budget,24.20202019939054,206166.87
High Resolution Monitor,HP,Camera,331.07,1535.1,4.5,1176,-363.678376174223,Budget,31.818258482671244,389338.32
Noise Cancelling Earbuds,JBL,Tablet,380.21,9173.0,2.2,660,-2312.614081691697,Budget,14.28625844767371,250938.59999999998
Wireless Bluetooth Headphones,Mi,Camera,368.09,35312.0,1.3,1567,-9493.305984949335,Budget,9.564823061183459,576797.0299999999
Smartphone with AMOLED Display,Dell,Headphones,467.92,65055.0,4.7,3968,-13803.017609847837,Budget,38.94546642808041,1856706.56
Android Tablet,Apple,Monitor,355.46,76537.0,2.5,468,-21431.81792606763,Budget,15.376506921115698,166355.28
Laptop with SSD Storage,JBL,Smartwatch,752.07,55375.0,3.3,4500,-7263.011421809139,Midrange,27.759781081866677,3384315.0
Gaming Laptop,HP,Camera,701.41,53643.0,4.2,2708,-7547.880697452274,Midrange,33.1982063367574,1899418.28
4K Action Camera,Sony,Smartwatch,658.45,17653.0,2.3,2325,-2580.993241704002,Midrange,17.829382266080803,1530896.25
Noise Cancelling Earbuds,HP,Smartphone,638.85,64426.0,3.9,2048,-9984.683415512249,Midrange,29.73791787813171,1308364.8
Laptop with SSD Storage,LG,Speaker,637.76,32301.0,1.5,2194,-4964.757902659308,Midrange,11.540905988263908,1399245.44
Noise Cancelling Earbuds,Boat,Monitor,184.1,48298.0,2.2,1951,-26134.655078761545,Budget,16.668541487340683,359179.1
Noise Cancelling Earbuds,Mi,Smartwatch,716.17,1660.0,1.6,1183,-131.7885418266613,Midrange,11.322646104710323,847229.11
Laptop with SSD Storage,OnePlus,Laptop,896.81,58261.0,4.2,256,-6396.470824366365,Midrange,23.306119556559924,229583.36
Portable Bluetooth Speaker,LG,Speaker,870.96,36586.0,1.9,3500,-4100.652153945072,Midrange,15.505527449813863,3048360.0
Smart Fitness Watch,JBL,Tablet,50.37,11285.0,3.9,2319,-22304.20885447687,Budget,30.222357612175387,116808.03
Gaming Laptop,LG,Tablet,332.6,23711.0,4.8,2891,-7028.983764281419,Budget,38.25457719973755,961546.6000000001
Smartphone with AMOLED Display,JBL,Laptop,917.04,27585.0,3.1,4820,-2908.047631510076,Midrange,26.290283628657427,4420132.8
Smartphone with AMOLED Display,OnePlus,Camera,505.6,40866.0,3.2,4030,-7982.6740506329115,Midrange,26.56566324197493,2037568.0
Gaming Laptop,Samsung,Speaker,854.91,57952.0,2.8,2634,-6678.72524593232,Midrange,22.054587690731296,2251832.94
Portable Bluetooth Speaker,Mi,Smartwatch,315.2,55040.0,2.3,3821,-17361.928934010153,Budget,18.9716169870405,1204379.2
Smartphone with AMOLED Display,Dell,Speaker,894.32,72915.0,2.9,3734,-8053.121925038016,Midrange,23.85395898294406,3339390.8800000004
Noise Cancelling Earbuds,Dell,Camera,149.95,1600.2,3.4,4191,-967.1557185728577,Budget,28.359172968402984,628440.45
High Resolution Monitor,Apple,Headphones,438.55,72961.0,4.9,2040,-16536.871508379885,Budget,37.34385629776824,894642.0
4K Action Camera,HP,Monitor,605.62,8641.0,4.8,3562,-1326.802285261385,Midrange,39.25611919490801,2157218.44
Wireless Bluetooth Headphones,Samsung,Laptop,880.07,19326.0,4.4,1293,-2095.961684865976,Midrange,31.52817129026772,1137930.51
Smartphone with AMOLED Display,Dell,Camera,588.63,59295.0,4.6,296,-9973.390754803528,Midrange,26.19116783849242,174234.48
Gaming Laptop,LG,Headphones,590.9,70450.0,2.9,3344,-11822.491115247927,Midrange,23.534143720430755,1975969.5999999999
High Resolution Monitor,HP,Speaker,306.65,61649.0,3.6,3648,-20004.027392793087,Budget,29.527950371171215,1118659.2
Laptop with SSD Storage,Samsung,Speaker,461.88,362.0,4.6,2583,21.624664414999568,Budget,36.14263177855146,1193036.04
Smart Fitness Watch,Boat,Camera,504.7,370.3,2.6,4575,26.629680998613033,Midrange,21.91430938595505,2309002.5
Gaming Laptop,Boat,Smartwatch,147.44,48006.0,4.8,4988,-32459.685295713505,Budget,40.87195568573298,735430.72
Noise Cancelling Earbuds,HP,Speaker,367.2,14447.0,2.7,3984,-3834.368191721133,Budget,22.38378999630565,1462924.8
Smart Fitness Watch,JBL,Smartwatch,487.36,30315.0,3.4,1889,-6120.247866053841,Budget,25.65072916738254,920623.04
4K Action Camera,JBL,Smartwatch,991.15,45860.0,3.8,1479,-4526.9484941734345,Midrange,27.739229993681008,1465910.8499999999
4K Action Camera,LG,Monitor,39.83,62078.0,4.8,3668,-155757.39392417777,Budget,39.396837236905355,146096.44
Portable Bluetooth Speaker,Samsung,Smartwatch,530.07,19021.0,2.0,4531,-3488.3939857000014,Midrange,16.837837244295795,2401747.1700000004
Android Tablet,Samsung,Smartphone,930.55,12114.0,4.0,464,-1201.8107570791467,Midrange,24.568149622349424,431775.19999999995
Portable Bluetooth Speaker,HP,Monitor,602.68,55859.0,3.1,1351,-9168.434326674189,Midrange,22.34895479546902,814220.6799999999
High Resolution Monitor,Sony,Headphones,461.98,24109.0,2.1,4509,-5118.624182865059,Budget,17.669510108243124,2083067.82
Smart Fitness Watch,Boat,Headphones,777.03,67019.0,4.1,4363,-8525.020912963464,Midrange,34.36269182250714,3390181.8899999997
Android Tablet,Samsung,Speaker,979.18,13618.0,3.2,883,-1290.755530137462,Midrange,21.71026260044046,864615.94
Laptop with SSD Storage,HP,Speaker,660.33,1699.0,3.6,3305,-157.29559462692896,Midrange,29.17257940217149,2182390.65
Noise Cancelling Earbuds,OnePlus,Smartwatch,71.47,41575.0,2.3,3834,-58071.26066881209,Budget,18.97942684174312,274015.98
Smart Fitness Watch,Apple,Monitor,662.0,63870.0,2.9,1463,-9548.036253776436,Midrange,21.137890314111644,968506.0
Portable Bluetooth Speaker,OnePlus,Monitor,465.23,63266.0,3.5,2899,-13498.865077488554,Budget,27.903631055910978,1348701.77
Wireless Bluetooth Headphones,Mi,Smartphone,354.01,13493.0,2.6,2321,-3711.47425213977,Budget,20.150478821870376,821657.21
Android Tablet,LG,Smartwatch,171.26,27231.0,1.8,221,-15800.385378955974,Budget,9.724819287370103,37848.46
Android Tablet,Samsung,Smartphone,821.63,17818.0,4.8,4026,-2068.616043717975,Midrange,39.84372941208698,3307882.38
Noise Cancelling Earbuds,Mi,Tablet,722.57,6905.0,3.0,1048,-855.6167568540072,Midrange,20.86677782518889,757253.3600000001
Smartphone with AMOLED Display,Dell,Smartwatch,153.51,66353.0,3.9,203,-43123.89420884634,Budget,20.74066797599244,31162.53
4K Action Camera,Mi,Laptop,545.68,53047.0,2.6,2401,-9621.265210379712,Midrange,20.238548206863815,1310177.68
4K Action Camera,HP,Laptop,388.25,20884.0,2.4,3913,-5279.008370895042,Budget,19.85355635509445,1519222.25
Wireless Bluetooth Headphones,Samsung,Camera,345.55,30305.0,2.6,2196,-8670.076689335841,Budget,20.006604988199985,758827.8
High Resolution Monitor,Apple,Smartwatch,21.37,63724.0,2.6,3068,-298093.7295273748,Budget,20.875678342011316,65563.16
High Resolution Monitor,HP,Monitor,46.23,6681.0,3.2,1096,-14351.654769630113,Budget,22.401070272880737,50668.079999999994
Laptop with SSD Storage,HP,Speaker,862.58,6932.0,3.2,200,-703.6356048134666,Midrange,16.97057570578904,172516.0
Smart Fitness Watch,LG,Headphones,941.01,56624.0,3.0,2980,-5917.364321314332,Midrange,24.000042281034215,2804209.8
Gaming Laptop,LG,Camera,900.52,15912.0,1.5,3976,-1666.9790787544973,Midrange,12.432424567811534,3580467.52
Smartphone with AMOLED Display,Boat,Speaker,143.71,39838.0,3.0,322,-27621.105003131306,Budget,17.33295696966797,46274.62
Portable Bluetooth Speaker,Boat,Laptop,397.81,2834.3,1.7,4021,-612.4758050325534,Budget,14.109208769565415,1599594.01
Gaming Laptop,JBL,Smartwatch,710.12,11333.0,1.5,1415,-1495.927448881879,Midrange,10.883386911380498,1004819.8
Gaming Laptop,Sony,Camera,13.0,27184.0,4.7,2411,-209007.69230769228,Budget,36.60459432188126,31343.0
Android Tablet,Samsung,Smartwatch,17.42,24271.0,3.4,2104,-139228.35820895524,Budget,26.01704053679604,36651.68
Wireless Bluetooth Headphones,Samsung,Laptop,900.33,7024.0,3.6,688,-680.1583863694423,Midrange,23.52686857564917,619427.04
4K Action Camera,Mi,Camera,281.72,34340.0,2.6,3380,-12089.407922760187,Budget,21.127409687040505,952213.6000000001
Laptop with SSD Storage,Samsung,Laptop,307.02,59166.0,4.6,4093,-19171.05726011335,Budget,38.259477724617675,1256632.8599999999
High Resolution Monitor,Samsung,Smartphone,896.21,3089.0,3.6,1273,-244.6736813916381,Midrange,25.73970061007559,1140875.33
Wireless Bluetooth Headphones,Sony,Laptop,256.0,65369.0,4.1,854,-25434.765625,Budget,27.679516022640712,218624.0
Android Tablet,Dell,Monitor,959.07,53768.0,2.5,2804,-5506.264401972744,Midrange,19.84789704489199,2689232.2800000003
Portable Bluetooth Speaker,Boat,Monitor,548.09,8273.0,4.8,4960,-1409.4236348045029,Midrange,40.844940539045034,2718526.4000000004
Laptop with SSD Storage,Boat,Smartwatch,170.63,40411.0,4.3,1069,-23583.40854480455,Budget,29.994279888060593,182403.47
Android Tablet,Apple,Headphones,972.88,47000.0,4.4,522,-4731.017186086671,Midrange,27.542158441885665,507843.36
4K Action Camera,Samsung,Laptop,757.64,71919.0,1.7,4498,-9392.50303574257,Midrange,14.299737729029992,3407864.7199999997
4K Action Camera,Sony,Speaker,387.73,74062.0,2.1,172,-19001.436566683,Budget,10.821912348445338,66689.56
4K Action Camera,Boat,Monitor,253.37,28150.0,2.1,4399,-11010.234045072424,Budget,17.617655621803344,1114574.6300000001
Wireless Bluetooth Headphones,Sony,Tablet,882.96,46546.0,2.1,4530,-5171.586481833831,Midrange,17.679265683800992,3999808.8000000003
Wireless Bluetooth Headphones,OnePlus,Headphones,735.27,64554.0,4.4,582,-8679.63197192868,Midrange,28.02002361994217,427927.14
High Resolution Monitor,Dell,Smartphone,151.36,39948.0,1.1,4666,-26292.706131078223,Budget,9.293098920544798,706245.76
High Resolution Monitor,Samsung,Camera,325.18,42530.0,1.3,4560,-12978.91014207516,Budget,10.95288632972521,1482820.8
Portable Bluetooth Speaker,Apple,Camera,541.88,56518.0,2.1,3075,-10329.984498412934,Midrange,16.865909194313623,1666281.0
Laptop with SSD Storage,Mi,Monitor,58.06,78666.0,1.8,3397,-135390.87151222874,Budget,14.63569614401738,197229.82
Noise Cancelling Earbuds,Boat,Headphones,618.52,45116.0,1.9,4042,-7194.1861217098885,Midrange,15.779010312317464,2500057.84
Noise Cancelling Earbuds,OnePlus,Monitor,385.76,57144.0,4.2,3325,-14713.355454168393,Budget,34.060007770962066,1282652.0
Android Tablet,Sony,Camera,576.34,60612.0,3.3,2597,-10416.708887115245,Midrange,25.9462407508608,1496754.98
4K Action Camera,LG,Tablet,164.42,46692.0,1.0,3219,-28298.00510886754,Budget,8.077136638538454,529267.98
Laptop with SSD Storage,HP,Laptop,111.35,21821.0,2.7,1380,-19496.766951055233,Budget,19.52252051420509,153663.0
Gaming Laptop,Samsung,Headphones,892.28,29756.0,2.6,4252,-3234.827632581701,Midrange,21.72398772765945,3793974.56
Wireless Bluetooth Headphones,Samsung,Smartwatch,399.14,18113.0,1.5,4637,-4438.006714436037,Budget,12.663057776723218,1850812.18
Smart Fitness Watch,OnePlus,Laptop,976.54,23633.0,3.7,1261,-2320.074958527044,Midrange,26.419676259474286,1231416.94
Smartphone with AMOLED Display,Sony,Laptop,515.7,74160.0,3.8,4326,-14280.4537521815,Midrange,31.81599301285456,2230918.2
Portable Bluetooth Speaker,JBL,Laptop,109.79,59491.0,3.9,2148,-54086.17360415339,Budget,29.92375579690579,235828.92
4K Action Camera,Samsung,Smartwatch,49.88,49334.0,3.9,1952,-98805.37289494788,Budget,29.550775530419045,97365.76000000001
4K Action Camera,JBL,Tablet,855.73,62774.0,1.0,2413,-7235.725053463125,Midrange,7.789040401657477,2064876.49
4K Action Camera,LG,Smartphone,183.81,66188.0,4.8,2654,-35908.92225667809,Budget,37.84415968164499,487831.74
Wireless Bluetooth Headphones,OnePlus,Tablet,245.88,49180.0,4.3,4497,-19901.62680982593,Budget,36.168968969832825,1105722.3599999999
Wireless Bluetooth Headphones,Sony,Tablet,511.11,66190.0,4.6,1087,-12850.245544012052,Midrange,32.16364356611308,555576.5700000001
Smartphone with AMOLED Display,Sony,Tablet,56.92,10441.0,1.1,811,-18243.28882642305,Budget,7.3694503741778465,46162.12
Gaming Laptop,Dell,Speaker,566.99,27297.0,4.7,4643,-4714.370623820525,Midrange,39.68365731124358,2632534.57
Laptop with SSD Storage,HP,Monitor,582.14,72031.0,4.2,2661,-12273.484041639469,Midrange,33.124698595611235,1549074.54
4K Action Camera,Boat,Camera,919.67,45801.0,4.3,702,-4880.155925495015,Midrange,28.188034634785858,645608.34
Noise Cancelling Earbuds,Boat,Monitor,527.34,18568.0,1.4,3431,-3421.0680016687525,Midrange,11.397257844850992,1809303.54
High Resolution Monitor,Mi,Headphones,509.56,1463.0,4.0,1819,-187.11044822984536,Midrange,30.026367120283364,926889.64
Noise Cancelling Earbuds,Apple,Tablet,930.57,8067.0,4.8,4591,-766.8880363648086,Midrange,40.47394050239713,4272246.87
Android Tablet,OnePlus,Smartphone,541.75,50884.0,3.7,1284,-9292.524227041993,Midrange,26.48650179011849,695607.0
Noise Cancelling Earbuds,LG,Headphones,337.26,26381.0,3.3,4757,-7722.155013935837,Budget,27.94302287984758,1604345.82
Android Tablet,Sony,Monitor,837.06,16639.0,4.8,4459,-1887.7906004348556,Midrange,40.33393941606772,3732450.5399999996
Smart Fitness Watch,HP,Camera,467.96,37335.0,2.8,1579,-7878.24600393196,Budget,20.622504352858833,738908.84
High Resolution Monitor,JBL,Smartwatch,542.28,27492.0,3.4,3436,-4969.705687098915,Midrange,27.684004541289436,1863274.0799999998
Noise Cancelling Earbuds,OnePlus,Monitor,440.48,56618.0,2.9,1970,-12753.705049037413,Budget,22.00025929074289,867745.6000000001
Smart Fitness Watch,Mi,Laptop,653.05,64822.0,4.7,380,-9826.039353801394,Midrange,27.931157063095498,248158.99999999997
Portable Bluetooth Speaker,OnePlus,Monitor,551.68,69702.0,1.3,980,-12534.498259860791,Midrange,8.955144197434972,540646.3999999999
Laptop with SSD Storage,Mi,Laptop,148.47,44838.0,3.0,279,-30100.040412204486,Budget,16.904368809507748,41423.13
Smart Fitness Watch,Sony,Smartwatch,235.55,10207.0,3.7,3540,-4233.26257694757,Budget,30.237008472814047,833847.0
Laptop with SSD Storage,Apple,Monitor,328.74,60308.0,4.2,255,-18245.19681207033,Budget,23.289745266814162,83828.7
Noise Cancelling Earbuds,Mi,Smartphone,140.22,48596.0,3.3,1102,-34556.967622307806,Budget,23.119103763536557,154522.44
Gaming Laptop,Sony,Smartphone,947.34,62256.0,4.6,3827,-6471.663816581165,Midrange,37.95044966183509,3625470.18
Smart Fitness Watch,Sony,Headphones,405.08,19339.0,4.8,322,-4674.11869260393,Budget,27.73273115146875,130435.76
